block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
488;lbm;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,lbm_phys.c:47-219;46.24;3.17;3.17;3.17;3.17;0;1;
368;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;4.6;0.31;0.31;0.31;0.31;0;1;
369;lbm;lbm_phys.c:236-241;4.01;0.27;0.27;0.27;0.27;0;1;
382;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;4.01;0.27;0.27;0.27;0.27;0;1;
376;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.94;0.27;0.27;0.27;0.27;0;1;
372;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.79;0.26;0.26;0.26;0.26;0;1;
371;lbm;lbm_phys.c:236-241;3.57;0.24;0.24;0.24;0.24;0;1;
378;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.21;0.22;0.22;0.22;0.22;0;1;
380;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.06;0.21;0.21;0.21;0.21;0;1;
370;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.84;0.19;0.19;0.19;0.19;0;1;
374;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.77;0.19;0.19;0.19;0.19;0;1;
367;lbm;lbm_phys.c:236-241;2.48;0.17;0.17;0.17;0.17;0;1;
379;lbm;lbm_phys.c:236-241;2.41;0.16;0.16;0.16;0.16;0;1;
375;lbm;lbm_phys.c:236-241;2.33;0.16;0.16;0.16;0.16;0;1;
373;lbm;lbm_phys.c:236-241;1.9;0.13;0.13;0.13;0.13;0;1;
377;lbm;lbm_phys.c:236-241;1.6;0.11;0.11;0.11;0.11;0;1;
339;lbm;lbm_phys.c:239-241;1.39;0.09;0.09;0.09;0.09;0;1;
409;lbm;lbm_struct.h:148-148,lbm_phys.c:191-192;0.66;0.04;0.04;0.04;0.04;0;1;
443;lbm;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,main.c:89-95,lbm_phys.c:39-59;0.58;0.04;0.04;0.04;0.04;0;1;
286;lbm;lbm_init.c:51-58,lbm_phys.c:98-145,lbm_struct.h:130-148;0.58;0.04;0.04;0.04;0.04;0;1;
381;lbm;lbm_phys.c:236-236;0.51;0.03;0.03;0.03;0.03;0;1;
383;lbm;lbm_phys.c:233-233;0.29;0.02;0.02;0.02;0.02;0;1;
366;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;0.29;0.02;0.02;0.02;0.02;0;1;
396;lbm;lbm_struct.h:148-148,lbm_phys.c:192-192;0.22;0.01;0.01;0.01;0.01;0;1;
415;lbm;lbm_phys.c:191-191;0.22;0.01;0.01;0.01;0.01;0;1;
417;lbm;lbm_phys.c:192-192;0.22;0.01;0.01;0.01;0.01;0;1;
333;lbm;lbm_phys.c:234-236;0.15;0.01;0.01;0.01;0.01;0;1;
337;lbm;lbm_struct.h:130-130,lbm_phys.c:238-238;0.15;0.01;0.01;0.01;0.01;0;1;
411;lbm;lbm_phys.c:192-192;0.15;0.01;0.01;0.01;0.01;0;1;
413;lbm;lbm_phys.c:192-192;0.15;0.01;0.01;0.01;0.01;0;1;
338;lbm;lbm_struct.h:130-130,lbm_phys.c:236-236;0.07;0;0;0;0;0;1;
340;lbm;lbm_phys.c:236-236;0.07;0;0;0;0;0;1;
343;lbm;lbm_phys.c:239-241;0.07;0;0;0;0;0;1;
364;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;0.07;0;0;0;0;0;1;
414;lbm;lbm_struct.h:130-130,lbm_phys.c:123-129;0.07;0;0;0;0;0;1;
407;lbm;lbm_phys.c:192-192;0.07;0;0;0;0;0;1;
302;lbm;lbm_init.c:27-27;0.07;0;0;0;0;0;1;
336;lbm;lbm_phys.c:233-233;0.07;0;0;0;0;0;1;
