block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
488;lbm;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,lbm_phys.c:47-219;45.95;3.15;3.15;3.15;3.15;0;1;
368;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;4.38;0.3;0.3;0.3;0.3;0;1;
376;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;4.3;0.3;0.3;0.3;0.3;0;1;
370;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;4.01;0.28;0.28;0.28;0.28;0;1;
374;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.65;0.25;0.25;0.25;0.25;0;1;
367;lbm;lbm_phys.c:236-241;3.5;0.24;0.24;0.24;0.24;0;1;
378;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.43;0.24;0.23;0.23;0.23;0;1;
382;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;3.06;0.21;0.21;0.21;0.21;0;1;
372;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.99;0.2;0.2;0.2;0.2;0;1;
369;lbm;lbm_phys.c:236-241;2.92;0.2;0.2;0.2;0.2;0;1;
380;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.92;0.2;0.2;0.2;0.2;0;1;
379;lbm;lbm_phys.c:236-241;2.77;0.19;0.19;0.19;0.19;0;1;
377;lbm;lbm_phys.c:236-241;2.33;0.16;0.16;0.16;0.16;0;1;
371;lbm;lbm_phys.c:236-241;2.04;0.14;0.14;0.14;0.14;0;1;
375;lbm;lbm_phys.c:236-241;1.68;0.11;0.11;0.11;0.11;0;1;
339;lbm;lbm_phys.c:239-241;1.46;0.1;0.1;0.1;0.1;0;1;
373;lbm;lbm_phys.c:236-241;1.39;0.09;0.09;0.09;0.09;0;1;
381;lbm;lbm_phys.c:236-236;0.88;0.06;0.06;0.06;0.06;0;1;
443;lbm;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,main.c:89-95,lbm_phys.c:39-59;0.58;0.04;0.04;0.04;0.04;0;1;
409;lbm;lbm_struct.h:148-148,lbm_phys.c:191-192;0.51;0.04;0.04;0.04;0.04;0;1;
286;lbm;lbm_init.c:51-58,lbm_phys.c:98-145,lbm_struct.h:130-148;0.51;0.04;0.04;0.04;0.04;0;1;
396;lbm;lbm_struct.h:148-148,lbm_phys.c:192-192;0.44;0.03;0.03;0.03;0.03;0;1;
341;lbm;lbm_phys.c:239-241;0.29;0.02;0.02;0.02;0.02;0;1;
343;lbm;lbm_phys.c:239-241;0.29;0.02;0.02;0.02;0.02;0;1;
364;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;0.29;0.02;0.02;0.02;0.02;0;1;
411;lbm;lbm_phys.c:192-192;0.22;0.02;0.01;0.01;0.01;0;1;
413;lbm;lbm_phys.c:192-192;0.22;0.02;0.01;0.01;0.01;0;1;
489;lbm;lbm_phys.c:219-219;0.22;0.02;0.01;0.01;0.01;0;1;
333;lbm;lbm_phys.c:234-236;0.15;0.01;0.01;0.01;0.01;0;1;
337;lbm;lbm_struct.h:130-130,lbm_phys.c:238-238;0.15;0.01;0.01;0.01;0.01;0;1;
338;lbm;lbm_struct.h:130-130,lbm_phys.c:236-236;0.15;0.01;0.01;0.01;0.01;0;1;
383;lbm;lbm_phys.c:233-233;0.15;0.01;0.01;0.01;0.01;0;1;
366;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;0.15;0.01;0.01;0.01;0.01;0;1;
415;lbm;lbm_phys.c:191-191;0.15;0.01;0.01;0.01;0.01;0;1;
417;lbm;lbm_phys.c:192-192;0.15;0.01;0.01;0.01;0.01;0;1;
332;lbm;lbm_phys.c:233-238;0.15;0.01;0.01;0.01;0.01;0;1;
340;lbm;lbm_phys.c:236-236;0.07;0.01;0;0;0;0;1;
342;lbm;lbm_phys.c:236-236;0.07;0.01;0;0;0;0;1;
363;lbm;lbm_phys.c:236-236;0.07;0.01;0;0;0;0;1;
112;lbm;main.c:203-203;0.07;0.01;0;0;0;0;1;
407;lbm;lbm_phys.c:192-192;0.07;0.01;0;0;0;0;1;
302;lbm;lbm_init.c:27-27;0.07;0.01;0;0;0;0;1;
336;lbm;lbm_phys.c:233-233;0.07;0.01;0;0;0;0;1;
